
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (19/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 5 | Epoch: (22/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (22/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 7 | Epoch: (16/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 3 | Epoch: (13/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 7 | Epoch: (19/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (10/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 9 | Epoch: (25/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (13/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 9 | Epoch: (28/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 6 | Epoch: (19/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 9 | Epoch: (31/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (25/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 6 | Epoch: (22/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 5 | Epoch: (25/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 1 | Epoch: (16/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 1 | Epoch: (19/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 1 | Epoch: (22/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 5 | Epoch: (28/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 4 | Epoch: (31/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (10/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 5 | Epoch: (31/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (16/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 1 | Epoch: (25/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 3 | Epoch: (16/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (13/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (19/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 1 | Epoch: (28/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 3 | Epoch: (19/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (28/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (16/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 7 | Epoch: (22/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 5 | Epoch: (34/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (22/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (25/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 6 | Epoch: (25/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 9 | Epoch: (34/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 4 | Epoch: (34/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (31/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
Spec: (x)	 | Run: 5 | Gen: (1/50) | TSz: 3 | numG#: 13 | Elapsed: 406.12146ms
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 5 | Epoch: (1/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (19/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 7 | Epoch: (25/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (22/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 5 | Epoch: (4/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (28/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 3 | Epoch: (22/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 1 | Epoch: (31/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 6 | Epoch: (28/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
Spec: (x)	 | Run: 4 | Gen: (1/50) | TSz: 3 | numG#: 13 | Elapsed: 443.228105ms
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 5 | Epoch: (7/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (34/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 7 | Epoch: (28/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 1 | Epoch: (34/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (25/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 7 | Epoch: (31/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (28/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (31/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 3 | Epoch: (25/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 7 | Epoch: (34/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
Spec: (x)	 | Run: 9 | Gen: (1/50) | TSz: 3 | numG#: 13 | Elapsed: 510.11717ms
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 6 | Epoch: (31/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (31/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 4 | Epoch: (1/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 5 | Epoch: (10/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
Spec: (x)	 | Run: 2 | Gen: (1/50) | TSz: 3 | numG#: 13 | Elapsed: 485.268129ms
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
Spec: (x)	 | Run: 1 | Gen: (1/50) | TSz: 3 | numG#: 13 | Elapsed: 492.248153ms
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 3 | Epoch: (28/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (34/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 3 | Epoch: (31/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 3 | Epoch: (34/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (34/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
Spec: (x)	 | Run: 7 | Gen: (1/50) | TSz: 3 | numG#: 13 | Elapsed: 473.00332ms
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 6 | Epoch: (34/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
Spec: (x)	 | Run: 8 | Gen: (1/50) | TSz: 3 | numG#: 13 | Elapsed: 477.880022ms
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (1/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
Spec: (x)	 | Run: 3 | Gen: (1/50) | TSz: 3 | numG#: 13 | Elapsed: 498.276618ms
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 9 | Epoch: (1/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 7 | Epoch: (1/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
Spec: (x)	 | Run: 0 | Gen: (1/50) | TSz: 3 | numG#: 13 | Elapsed: 543.001754ms
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 4 | Epoch: (4/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (1/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (4/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 1 | Epoch: (1/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (7/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 5 | Epoch: (13/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (1/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 1 | Epoch: (4/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (4/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (7/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 7 | Epoch: (4/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 1 | Epoch: (7/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 4 | Epoch: (7/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 9 | Epoch: (4/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 5 | Epoch: (16/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (10/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (10/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (4/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (7/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (10/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (13/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (16/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 1 | Epoch: (10/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 4 | Epoch: (10/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 3 | Epoch: (1/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 4 | Epoch: (13/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 7 | Epoch: (7/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 7 | Epoch: (10/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 7 | Epoch: (13/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 3 | Epoch: (4/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 7 | Epoch: (16/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (13/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 5 | Epoch: (19/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
Spec: (x)	 | Run: 6 | Gen: (1/50) | TSz: 3 | numG#: 13 | Elapsed: 679.715686ms
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (16/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (19/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 1 | Epoch: (13/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (19/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (22/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (22/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 4 | Epoch: (16/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 4 | Epoch: (19/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (25/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (13/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 5 | Epoch: (22/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 4 | Epoch: (22/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 1 | Epoch: (16/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (25/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 7 | Epoch: (19/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 3 | Epoch: (7/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 9 | Epoch: (7/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (16/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 6 | Epoch: (1/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 5 | Epoch: (25/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (28/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 1 | Epoch: (19/36)
2020-01-03T15:47:14+03:00 ==> Folder: 3 | 
  ==> Run: 4 | Epoch: (25/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 7 | Epoch: (22/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (19/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 1 | Epoch: (22/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (22/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (25/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 1 | Epoch: (25/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 5 | Epoch: (28/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (28/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (31/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 6 | Epoch: (4/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 4 | Epoch: (28/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 9 | Epoch: (10/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (28/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (34/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 9 | Epoch: (13/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (31/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (34/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 9 | Epoch: (16/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 5 | Epoch: (31/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
Spec: (x)	 | Run: 0 | Gen: (2/50) | TSz: 3 | numG#: 13 | Elapsed: 444.300511ms
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (1/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 7 | Epoch: (25/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 5 | Epoch: (34/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
Spec: (x)	 | Run: 2 | Gen: (2/50) | TSz: 3 | numG#: 13 | Elapsed: 522.536122ms
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (31/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 4 | Epoch: (31/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (4/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (1/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (4/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (7/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 3 | Epoch: (10/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 6 | Epoch: (7/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 3 | Epoch: (13/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (7/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 7 | Epoch: (28/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 7 | Epoch: (31/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 7 | Epoch: (34/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 6 | Epoch: (10/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (10/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 3 | Epoch: (16/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (10/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 3 | Epoch: (19/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 3 | Epoch: (22/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (34/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 9 | Epoch: (19/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 3 | Epoch: (25/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
Spec: (x)	 | Run: 8 | Gen: (2/50) | TSz: 3 | numG#: 13 | Elapsed: 622.218629ms
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 4 | Epoch: (34/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
Spec: (x)	 | Run: 7 | Gen: (2/50) | TSz: 3 | numG#: 13 | Elapsed: 643.883115ms
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
Spec: (x)	 | Run: 5 | Gen: (2/50) | TSz: 3 | numG#: 13 | Elapsed: 808.983417ms
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 9 | Epoch: (22/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (13/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 1 | Epoch: (28/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (16/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 3 | Epoch: (28/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 5 | Epoch: (1/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 8 | Epoch: (1/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 6 | Epoch: (13/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 7 | Epoch: (1/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 2 | Epoch: (13/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
Spec: (x)	 | Run: 4 | Gen: (2/50) | TSz: 3 | numG#: 13 | Elapsed: 813.650228ms
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 0 | Epoch: (19/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
  ==> Run: 4 | Epoch: (1/36)
2020-01-03T15:47:15+03:00 ==> Folder: 3 | 
